"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MNK","Mallinckrodt plc","64.26","7191649289.16","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnk",
"MZF","Managed Duration Investment Grade Municipal Fund","14.09","95818706.84","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/mzf",
"HYF","Managed High Yield Plus Fund, Inc.","1.78","110632450.36","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/hyf",
"MANU","Manchester United Ltd.","13.83","2266630356.87","n/a","2012","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. (The)","4.37","597978362.98","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mtw",
"MFS","Manitowoc Food Service, Inc.","14.41","1974410819.92","n/a","2016","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mfs",
"MN","Manning & Napier, Inc.","7.86","115825981.8","n/a","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","79.09","5717793675.66","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","13","25635252799","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","11.22","7594668112.02","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","37.46","19824860389.38","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MMI","Marcus & Millichap, Inc.","23.71","890746503.19","n/a","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation (The)","18.53","508428474.78","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/mcs",
"MRIN","Marin Software Incorporated","3.07","116353000","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/mrin",
"MHG","Marine Harvest ASA","15.66","7047699720.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhg",
"MPX","Marine Products Corporation","7.44","285502336.8","n/a","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","16.44","421678602","n/a","1998","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hzo",
"MKL","Markel Corporation","883.88","12340107656.84","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mkl",
"VAC","Marriot Vacations Worldwide Corporation","63.22","1823748306.56","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","60.17","31362233704.45","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/mmc",
"MLM","Martin Marietta Materials, Inc.","161.96","10419119374.56","n/a","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","31.4","10485452240","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","66.29","2025647725.85","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","19.79","1586462124.23","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/mtz",
"MA","Mastercard Incorporated","93.51","103691752191","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","19.51","1673989859.83","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","24.68","493772735.32","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","35.87","1558339544.17","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","5.6068","105985536.638","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
"MMS","Maximus, Inc.","47.88","3107132907.48","n/a","1997","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","18.76","1170953913.36","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxl",
"MXPT","MaxPoint Interactive, Inc.","1.87","49100496.5","n/a","2015","Consumer Services","Advertising","http://www.nasdaq.com/symbol/mxpt",
"MBI","MBIA, Inc.","7.8","1065486637.8","n/a","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mbi",
"MNI","McClatchy Company (The)","1.11","87622458.72","n/a","1988","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mni",
"MKC","McCormick & Company, Incorporated","99.42","12619140997.8","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc.v",
"MDR","McDermott International, Inc.","3.67","877217485.46","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mdr",
"MCD","McDonald&#39;s Corporation","128.14","115532034768.32","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","2.08","574690629.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MHFI","McGraw Hill Financial, Inc.","96.73","25662469000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mhfi",
"MCK","McKesson Corporation","161.25","36859649557.5","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/mck",
